Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough
14/05/2024,TFL-J-888970,Tube,Stratford,London Bridge,14/05/2024 11:28,14/05/2024 12:02,4.44,1,Newham,Southwark
14/05/2024,TFL-J-949808,Tube,Kings Cross,Bank,14/05/2024 19:50,14/05/2024 20:25,5.17,1,Camden,City of London
17/05/2024,TFL-J-305373,Tube,Victoria,Bank,17/05/2024 08:38,17/05/2024 09:11,4.11,2,Westminster,City of London
19/07/2024,TFL-J-903913,Tube,Euston,Victoria,19/07/2024 18:49,19/07/2024 19:19,4.94,2,Camden,Westminster
14/01/2024,TFL-J-222123,Overground,Stratford,London Bridge,14/01/2024 20:51,14/01/2024 21:31,4.36,0,Newham,Southwark
29/03/2024,TFL-J-986640,Tube,Victoria,London Bridge,29/03/2024 19:24,29/03/2024 20:00,3.33,3,Westminster,Southwark
11/03/2024,TFL-J-173549,Tube,Paddington,Liverpool Street,11/03/2024 07:33,11/03/2024 08:15,4.39,21,Westminster,City of London
16/11/2024,TFL-J-230251,Overground,Bank,Euston,16/11/2024 09:23,16/11/2024 10:09,4.26,10,City of London,Camden
17/06/2024,TFL-J-524382,Tube,Euston,Canary Wharf,17/06/2024 16:59,17/06/2024 18:00,4.35,35,Camden,Tower Hamlets
23/04/2024,TFL-J-802386,Overground,Canary Wharf,London Bridge,23/04/2024 13:56,23/04/2024 14:39,4.08,6,Tower Hamlets,Southwark
21/08/2024,TFL-J-225760,Tube,Stratford,Bank,21/08/2024 09:34,21/08/2024 10:23,3.56,5,Newham,City of London
21/07/2024,TFL-J-484134,Bus,Liverpool Street,London Bridge,21/07/2024 09:08,21/07/2024 09:46,1.75,2,City of London,Southwark
17/04/2024,TFL-J-719890,Tube,Paddington,Waterloo,17/04/2024 07:15,17/04/2024 08:08,4.55,15,Westminster,Lambeth
28/03/2024,TFL-J-779753,Bus,Kings Cross,Victoria,28/03/2024 07:48,28/03/2024 09:03,1.75,56,Camden,Westminster
15/12/2024,TFL-J-355259,Overground,Bank,Liverpool Street,15/12/2024 08:55,15/12/2024 09:19,3.89,4,City of London,City of London
31/01/2024,TFL-J-100883,Bus,Paddington,Kings Cross,31/01/2024 07:30,31/01/2024 07:59,1.75,4,Westminster,Camden
13/10/2024,TFL-J-659383,Tube,Liverpool Street,Waterloo,13/10/2024 18:08,13/10/2024 18:44,4.54,2,City of London,Lambeth
01/09/2024,TFL-J-413716,Bus,Stratford,Paddington,01/09/2024 19:16,01/09/2024 19:37,1.75,4,Newham,Westminster
30/11/2024,TFL-J-374385,Tube,Victoria,Paddington,30/11/2024 09:09,30/11/2024 09:58,4.06,21,Westminster,Westminster
07/08/2024,TFL-J-593458,Tube,Bank,Euston,07/08/2024 17:07,07/08/2024 17:55,4.46,6,City of London,Camden
30/11/2024,TFL-J-966331,Tube,Paddington,London Bridge,30/11/2024 09:40,30/11/2024 10:41,3.18,16,Westminster,Southwark
02/12/2024,TFL-J-704797,Tube,London Bridge,Liverpool Street,02/12/2024 23:39,03/12/2024 00:14,4.75,0,Southwark,City of London
12/05/2024,TFL-J-801707,Tube,Liverpool Street,Canary Wharf,12/05/2024 08:17,12/05/2024 08:39,4.95,7,City of London,Tower Hamlets
19/11/2024,TFL-J-363209,Tube,Waterloo,Paddington,19/11/2024 07:42,19/11/2024 08:16,5.06,13,Lambeth,Westminster
24/04/2024,TFL-J-777192,Tube,Waterloo,Paddington,24/04/2024 22:20,24/04/2024 23:01,4.06,3,Lambeth,Westminster
03/01/2024,TFL-J-268770,Tube,Waterloo,London Bridge,03/01/2024 08:48,03/01/2024 09:52,5.28,20,Lambeth,Southwark
02/02/2024,TFL-J-248619,Tube,Liverpool Street,Paddington,02/02/2024 07:41,02/02/2024 08:12,2.86,8,City of London,Westminster
20/08/2024,TFL-J-112056,Bus,Paddington,Victoria,20/08/2024 07:50,20/08/2024 08:25,1.75,1,Westminster,Westminster
07/01/2024,TFL-J-379948,Tube,Liverpool Street,Bank,07/01/2024 07:59,07/01/2024 08:54,5.23,17,City of London,City of London
27/06/2024,TFL-J-897880,Tube,Paddington,Bank,27/06/2024 09:37,27/06/2024 10:11,3.22,0,Westminster,City of London
04/07/2024,TFL-J-782158,Tube,Stratford,Liverpool Street,04/07/2024 13:17,04/07/2024 13:56,3.57,4,Newham,City of London
10/08/2024,TFL-J-672680,Bus,Stratford,Victoria,10/08/2024 16:14,10/08/2024 17:07,1.75,10,Newham,Westminster
31/05/2024,TFL-J-873732,Overground,Waterloo,London Bridge,31/05/2024 16:49,31/05/2024 17:22,5.44,12,Lambeth,Southwark
12/02/2024,TFL-J-914162,Tube,London Bridge,Kings Cross,12/02/2024 17:56,12/02/2024 18:15,4.17,0,Southwark,Camden
01/01/2024,TFL-J-555129,Bus,London Bridge,Victoria,01/01/2024 09:36,01/01/2024 10:24,1.75,9,Southwark,Westminster
27/07/2024,TFL-J-241752,Tube,Stratford,Euston,27/07/2024 09:51,27/07/2024 10:20,3.9,1,Newham,Camden
20/08/2024,TFL-J-607558,Bus,Bank,Euston,20/08/2024 18:15,20/08/2024 18:59,1.75,1,City of London,Camden
26/04/2024,TFL-J-650348,Tube,Kings Cross,Euston,26/04/2024 17:49,26/04/2024 18:37,5.25,9,Camden,Camden
31/07/2024,TFL-J-119471,Tube,Waterloo,London Bridge,31/07/2024 16:53,31/07/2024 17:44,5.43,28,Lambeth,Southwark
04/12/2024,TFL-J-439420,Tube,Waterloo,Kings Cross,04/12/2024 07:23,04/12/2024 08:05,5.08,4,Lambeth,Camden
18/11/2024,TFL-J-724528,Tube,London Bridge,Waterloo,18/11/2024 09:13,18/11/2024 09:52,2.92,2,Southwark,Lambeth
31/01/2024,TFL-J-773931,Tube,Waterloo,Canary Wharf,31/01/2024 15:41,31/01/2024 16:10,4.19,3,Lambeth,Tower Hamlets
12/10/2024,TFL-J-298227,Tube,Liverpool Street,Victoria,12/10/2024 18:40,12/10/2024 19:14,12.35,0,City of London,Westminster
06/04/2024,TFL-J-845193,Tube,Victoria,London Bridge,06/04/2024 23:26,07/04/2024 00:08,3.34,10,Westminster,Southwark
29/05/2024,TFL-J-329003,Tube,Kings Cross,Canary Wharf,29/05/2024 18:59,29/05/2024 19:25,3.61,0,Camden,Tower Hamlets
09/06/2024,TFL-J-142025,Tube,Euston,London Bridge,09/06/2024 07:53,09/06/2024 08:30,4.79,14,Camden,Southwark
09/10/2024,TFL-J-546506,Tube,Bank,Stratford,09/10/2024 08:45,09/10/2024 09:27,6.88,5,City of London,Newham
10/04/2024,TFL-J-746486,Bus,Bank,Paddington,10/04/2024 18:20,10/04/2024 18:51,1.75,0,City of London,Westminster
12/03/2024,TFL-J-784374,Bus,Liverpool Street,Canary Wharf,12/03/2024 07:00,12/03/2024 07:25,1.75,3,City of London,Tower Hamlets
07/06/2024,TFL-J-324339,Bus,Kings Cross,Paddington,07/06/2024 21:52,07/06/2024 22:24,1.75,0,Camden,Westminster
29/05/2024,TFL-J-378425,Tube,Paddington,Bank,29/05/2024 17:08,29/05/2024 17:57,4.9,11,Westminster,City of London
03/09/2024,TFL-J-547477,Tube,Stratford,Liverpool Street,03/09/2024 16:31,03/09/2024 16:57,4.98,4,Newham,City of London
21/04/2024,TFL-J-462142,Tube,Victoria,Kings Cross,21/04/2024 07:08,21/04/2024 07:37,4.4,1,Westminster,Camden
22/09/2024,TFL-J-585199,Tube,Waterloo,London Bridge,22/09/2024 07:56,22/09/2024 08:27,3.48,1,Lambeth,Southwark
15/06/2024,TFL-J-302404,Bus,Waterloo,Canary Wharf,15/06/2024 07:00,15/06/2024 08:01,1.75,33,Lambeth,Tower Hamlets
17/06/2024,TFL-J-410153,Bus,Waterloo,Euston,17/06/2024 21:36,17/06/2024 21:53,1.75,2,Lambeth,Camden
14/02/2024,TFL-J-689603,Bus,Canary Wharf,Bank,14/02/2024 18:31,14/02/2024 18:58,1.75,12,Tower Hamlets,City of London
18/12/2024,TFL-J-449263,Bus,Liverpool Street,Euston,18/12/2024 07:39,18/12/2024 08:25,1.75,5,City of London,Camden
05/12/2024,TFL-J-466232,Overground,Victoria,Paddington,05/12/2024 23:24,05/12/2024 23:46,4.97,5,Westminster,Westminster
17/05/2024,TFL-J-791774,Bus,Victoria,Paddington,17/05/2024 10:00,17/05/2024 10:39,1.75,3,Westminster,Westminster
30/05/2024,TFL-J-527003,Tube,Waterloo,London Bridge,30/05/2024 16:14,30/05/2024 17:05,3.88,24,Lambeth,Southwark
06/06/2024,TFL-J-197956,Tube,Stratford,Paddington,06/06/2024 17:23,06/06/2024 17:52,4.04,4,Newham,Westminster
23/03/2024,TFL-J-492932,Bus,Paddington,Kings Cross,23/03/2024 08:42,23/03/2024 09:48,1.75,35,Westminster,Camden
03/02/2024,TFL-J-167513,Bus,Stratford,Victoria,03/02/2024 07:06,03/02/2024 07:52,1.75,9,Newham,Westminster
03/11/2024,TFL-J-582247,Tube,Euston,Canary Wharf,03/11/2024 07:47,03/11/2024 08:35,4.88,31,Camden,Tower Hamlets
10/08/2024,TFL-J-158539,Bus,Liverpool Street,London Bridge,10/08/2024 22:34,10/08/2024 23:06,1.75,0,City of London,Southwark
19/12/2024,TFL-J-320302,Tube,Waterloo,London Bridge,19/12/2024 20:35,19/12/2024 21:17,5.49,0,Lambeth,Southwark
13/09/2024,TFL-J-282702,Bus,London Bridge,Waterloo,13/09/2024 18:09,13/09/2024 18:45,1.75,7,Southwark,Lambeth
23/05/2024,TFL-J-921186,Tube,Stratford,Waterloo,23/05/2024 17:33,23/05/2024 18:30,3.57,16,Newham,Lambeth
22/11/2024,TFL-J-882718,Tube,Bank,Paddington,22/11/2024 10:45,22/11/2024 11:26,5.41,6,City of London,Westminster
23/09/2024,TFL-J-981673,Tube,Paddington,Canary Wharf,23/09/2024 16:52,23/09/2024 17:33,5.05,0,Westminster,Tower Hamlets
19/10/2024,TFL-J-623346,Tube,Bank,Euston,19/10/2024 16:54,19/10/2024 17:26,4.08,6,City of London,Camden
27/09/2024,TFL-J-872311,Bus,Paddington,Victoria,27/09/2024 08:00,27/09/2024 08:35,1.75,13,Westminster,Westminster
07/11/2024,TFL-J-558671,Tube,Victoria,Canary Wharf,07/11/2024 19:18,07/11/2024 19:43,4.5,1,Westminster,Tower Hamlets
23/09/2024,TFL-J-312239,Bus,Victoria,Euston,23/09/2024 21:45,23/09/2024 22:12,1.75,0,Westminster,Camden
04/06/2024,TFL-J-257735,Overground,Waterloo,Bank,04/06/2024 08:49,04/06/2024 09:29,4.22,20,Lambeth,City of London
24/06/2024,TFL-J-292505,Tube,Stratford,Canary Wharf,24/06/2024 09:20,24/06/2024 10:03,4.76,3,Newham,Tower Hamlets
26/08/2024,TFL-J-291934,Bus,Liverpool Street,Paddington,26/08/2024 18:24,26/08/2024 19:14,1.75,7,City of London,Westminster
06/09/2024,TFL-J-633741,Tube,Euston,Paddington,06/09/2024 08:02,06/09/2024 08:47,5.28,1,Camden,Westminster
07/02/2024,TFL-J-934295,Tube,Liverpool Street,Paddington,07/02/2024 08:34,07/02/2024 08:59,5.37,6,City of London,Westminster
12/12/2024,TFL-J-713047,Tube,Canary Wharf,Kings Cross,12/12/2024 07:49,12/12/2024 09:20,2.96,61,Tower Hamlets,Camden
07/08/2024,TFL-J-671019,Overground,Victoria,Kings Cross,07/08/2024 17:53,07/08/2024 18:42,3.65,30,Westminster,Camden
06/11/2024,TFL-J-670486,Tube,London Bridge,Victoria,06/11/2024 08:00,06/11/2024 08:23,3.04,2,Southwark,Westminster
11/02/2024,TFL-J-730556,Tube,Bank,Waterloo,11/02/2024 10:13,11/02/2024 10:36,3.09,1,City of London,Lambeth
30/01/2024,TFL-J-904669,Tube,Waterloo,Stratford,30/01/2024 09:45,30/01/2024 10:39,3.75,10,Lambeth,Newham
12/05/2024,TFL-J-293431,Bus,Kings Cross,London Bridge,12/05/2024 18:03,12/05/2024 18:35,1.75,7,Camden,Southwark
15/01/2024,TFL-J-762807,Bus,Kings Cross,Waterloo,15/01/2024 18:01,15/01/2024 18:18,1.75,2,Camden,Lambeth
08/12/2024,TFL-J-240223,Tube,Euston,Liverpool Street,08/12/2024 21:27,08/12/2024 22:09,2.82,3,Camden,City of London
23/03/2024,TFL-J-326767,Tube,Bank,Canary Wharf,23/03/2024 18:30,23/03/2024 19:06,4.49,0,City of London,Tower Hamlets
28/09/2024,TFL-J-269691,Bus,Liverpool Street,Stratford,28/09/2024 14:20,28/09/2024 14:48,1.75,1,City of London,Newham
20/05/2024,TFL-J-626281,Bus,Stratford,Paddington,20/05/2024 16:30,20/05/2024 16:59,1.75,2,Newham,Westminster
21/09/2024,TFL-J-175210,Tube,Bank,Euston,21/09/2024 23:32,22/09/2024 00:15,3.57,1,City of London,Camden
21/08/2024,TFL-J-182267,Tube,Stratford,Waterloo,21/08/2024 18:37,21/08/2024 19:54,3.69,56,Newham,Lambeth
21/10/2024,TFL-J-262998,Bus,Liverpool Street,Euston,21/10/2024 09:55,21/10/2024 10:49,1.75,11,City of London,Camden
10/11/2024,TFL-J-882749,Tube,Waterloo,Paddington,10/11/2024 17:05,10/11/2024 17:49,5.5,8,Lambeth,Westminster
17/10/2024,TFL-J-898478,Tube,Euston,Waterloo,17/10/2024 08:45,17/10/2024 09:31,3.96,6,Camden,Lambeth
12/05/2024,TFL-J-513805,Bus,Victoria,Waterloo,12/05/2024 07:14,12/05/2024 07:41,1.75,8,Westminster,Lambeth
03/06/2024,TFL-J-111709,Tube,Paddington,Victoria,03/06/2024 08:45,03/06/2024 09:47,4.04,26,Westminster,Westminster
19/03/2024,TFL-J-683778,Bus,Canary Wharf,Kings Cross,19/03/2024 18:09,19/03/2024 19:07,1.75,24,Tower Hamlets,Camden
17/12/2024,TFL-J-233851,Tube,Kings Cross,Bank,17/12/2024 12:34,17/12/2024 13:16,3.66,1,Camden,City of London
27/07/2024,TFL-J-693157,Tube,Stratford,Waterloo,27/07/2024 13:24,27/07/2024 14:05,3.67,2,Newham,Lambeth
08/12/2024,TFL-J-323884,Bus,Victoria,Stratford,08/12/2024 23:10,08/12/2024 23:47,1.75,1,Westminster,Newham
19/08/2024,TFL-J-581544,Bus,Waterloo,Kings Cross,19/08/2024 07:16,19/08/2024 08:04,1.75,7,Lambeth,Camden
23/12/2024,TFL-J-293091,Overground,Victoria,Kings Cross,23/12/2024 16:00,23/12/2024 17:05,3.47,28,Westminster,Camden
10/10/2024,TFL-J-812467,Tube,Stratford,Waterloo,10/10/2024 16:38,10/10/2024 17:02,3.21,1,Newham,Lambeth
27/06/2024,TFL-J-717840,Bus,Paddington,London Bridge,27/06/2024 07:55,27/06/2024 08:35,1.75,2,Westminster,Southwark
20/01/2024,TFL-J-796997,Bus,Kings Cross,Waterloo,20/01/2024 08:56,20/01/2024 09:31,1.75,3,Camden,Lambeth
29/05/2024,TFL-J-659375,Bus,Waterloo,Stratford,29/05/2024 18:08,29/05/2024 18:55,1.75,8,Lambeth,Newham
03/12/2024,TFL-J-448315,Bus,Liverpool Street,Kings Cross,03/12/2024 09:46,03/12/2024 10:18,1.75,2,City of London,Camden
25/05/2024,TFL-J-497935,Tube,Euston,Victoria,25/05/2024 15:35,25/05/2024 16:16,4.82,2,Camden,Westminster
10/01/2024,TFL-J-703018,Tube,Stratford,Kings Cross,10/01/2024 08:22,10/01/2024 08:55,5.07,4,Newham,Camden
21/04/2024,TFL-J-809852,Tube,Euston,Liverpool Street,21/04/2024 23:20,21/04/2024 23:44,4.11,0,Camden,City of London
20/05/2024,TFL-J-886341,Bus,Canary Wharf,Victoria,20/05/2024 20:03,20/05/2024 20:36,1.75,4,Tower Hamlets,Westminster
18/09/2024,TFL-J-525280,Overground,Paddington,Bank,18/09/2024 17:06,18/09/2024 17:44,4.93,1,Westminster,City of London
14/07/2024,TFL-J-384360,Bus,Canary Wharf,Liverpool Street,14/07/2024 07:58,14/07/2024 08:53,1.75,14,Tower Hamlets,City of London
06/08/2024,TFL-J-168859,Tube,Euston,Stratford,06/08/2024 09:27,06/08/2024 09:57,4.49,13,Camden,Newham
17/05/2024,TFL-J-824155,Tube,Victoria,Waterloo,17/05/2024 08:10,17/05/2024 08:38,4.13,2,Westminster,Lambeth
28/02/2024,TFL-J-445036,Tube,Canary Wharf,Victoria,28/02/2024 09:31,28/02/2024 10:07,4.23,4,Tower Hamlets,Westminster
07/07/2024,TFL-J-744557,Bus,Kings Cross,Paddington,07/07/2024 15:13,07/07/2024 15:34,1.75,0,Camden,Westminster
09/03/2024,TFL-J-599179,Overground,Stratford,Waterloo,09/03/2024 16:59,09/03/2024 17:22,3.3,5,Newham,Lambeth
08/04/2024,TFL-J-592615,Tube,Waterloo,Canary Wharf,08/04/2024 19:32,08/04/2024 20:11,5.36,1,Lambeth,Tower Hamlets
03/01/2024,TFL-J-635611,Tube,Stratford,Canary Wharf,03/01/2024 22:14,03/01/2024 22:38,2.94,5,Newham,Tower Hamlets
19/09/2024,TFL-J-980535,Tube,Liverpool Street,Canary Wharf,19/09/2024 08:56,19/09/2024 09:33,4.92,10,City of London,Tower Hamlets
17/05/2024,TFL-J-758704,Tube,Paddington,Kings Cross,17/05/2024 11:11,17/05/2024 11:39,3.73,1,Westminster,Camden
04/07/2024,TFL-J-882657,Tube,Victoria,London Bridge,04/07/2024 14:13,04/07/2024 14:51,2.93,0,Westminster,Southwark
20/03/2024,TFL-J-740055,Overground,Euston,London Bridge,20/03/2024 16:50,20/03/2024 17:35,3.84,14,Camden,Southwark
03/05/2024,TFL-J-553558,Tube,Kings Cross,Canary Wharf,03/05/2024 16:42,03/05/2024 17:03,5.43,4,Camden,Tower Hamlets
15/09/2024,TFL-J-785378,Tube,Canary Wharf,Paddington,15/09/2024 18:06,15/09/2024 18:12,9.4,1,Tower Hamlets,Westminster
03/12/2024,TFL-J-404339,Tube,Canary Wharf,Kings Cross,03/12/2024 10:06,03/12/2024 10:47,2.91,1,Tower Hamlets,Camden
11/12/2024,TFL-J-318893,Tube,Paddington,Bank,11/12/2024 23:22,12/12/2024 00:02,4.33,1,Westminster,City of London
12/01/2024,TFL-J-912787,Tube,Victoria,Paddington,12/01/2024 09:58,12/01/2024 10:21,5.45,7,Westminster,Westminster
18/09/2024,TFL-J-594195,Tube,Victoria,Paddington,18/09/2024 14:10,18/09/2024 14:50,4.43,4,Westminster,Westminster
26/04/2024,TFL-J-839611,Tube,Euston,Canary Wharf,26/04/2024 11:31,26/04/2024 11:51,3.46,0,Camden,Tower Hamlets
30/06/2024,TFL-J-338649,Tube,Paddington,London Bridge,30/06/2024 13:26,30/06/2024 14:16,4.06,5,Westminster,Southwark
02/11/2024,TFL-J-269017,Tube,Kings Cross,Euston,02/11/2024 09:51,02/11/2024 10:31,4.96,2,Camden,Camden
25/01/2024,TFL-J-433537,Tube,Euston,Liverpool Street,25/01/2024 08:20,25/01/2024 09:00,3.91,2,Camden,City of London
04/01/2024,TFL-J-401942,Bus,Victoria,Bank,04/01/2024 08:15,04/01/2024 08:50,1.75,12,Westminster,City of London
02/06/2024,TFL-J-576138,Tube,Euston,London Bridge,02/06/2024 16:03,02/06/2024 16:23,5.49,5,Camden,Southwark
21/06/2024,TFL-J-716914,Tube,Bank,Euston,21/06/2024 09:42,21/06/2024 10:10,3.92,11,City of London,Camden
13/12/2024,TFL-J-468388,Tube,Stratford,London Bridge,13/12/2024 09:31,13/12/2024 10:15,4.65,4,Newham,Southwark
03/12/2024,TFL-J-416095,Tube,London Bridge,Canary Wharf,03/12/2024 15:32,03/12/2024 15:32,4.42,6,Southwark,Tower Hamlets
15/01/2024,TFL-J-520899,Tube,Liverpool Street,Bank,15/01/2024 08:01,15/01/2024 09:05,4.19,34,City of London,City of London
05/11/2024,TFL-J-464784,Bus,Stratford,London Bridge,05/11/2024 08:36,05/11/2024 09:32,1.75,15,Newham,Southwark
19/07/2024,TFL-J-223890,Tube,Kings Cross,Euston,19/07/2024 07:56,19/07/2024 08:56,3.34,27,Camden,Camden
25/03/2024,TFL-J-558051,Tube,Euston,Liverpool Street,25/03/2024 17:30,25/03/2024 18:17,3.38,2,Camden,City of London
13/10/2024,TFL-J-448136,Bus,Liverpool Street,Waterloo,13/10/2024 09:09,13/10/2024 09:30,1.75,6,City of London,Lambeth
17/03/2024,TFL-J-658511,Tube,Paddington,Kings Cross,17/03/2024 13:05,17/03/2024 13:23,5.34,0,Westminster,Camden
09/11/2024,TFL-J-551254,Overground,Waterloo,Paddington,09/11/2024 08:11,09/11/2024 09:05,3.77,14,Lambeth,Westminster
05/10/2024,TFL-J-278003,Bus,Waterloo,Victoria,05/10/2024 12:55,05/10/2024 13:17,1.75,0,Lambeth,Westminster
15/04/2024,TFL-J-296221,Bus,Bank,Stratford,15/04/2024 08:58,15/04/2024 09:33,1.75,3,City of London,Newham
19/06/2024,TFL-J-958356,Tube,Waterloo,Euston,19/06/2024 08:31,19/06/2024 08:49,5.18,0,Lambeth,Camden
28/04/2024,TFL-J-361015,Bus,Paddington,London Bridge,28/04/2024 09:57,28/04/2024 10:29,1.75,0,Westminster,Southwark
21/01/2024,TFL-J-135796,Tube,Stratford,Euston,21/01/2024 08:36,21/01/2024 09:23,2.92,4,Newham,Camden
23/12/2024,TFL-J-271872,Tube,Waterloo,Bank,23/12/2024 15:10,23/12/2024 15:41,3.57,1,Lambeth,City of London
07/07/2024,TFL-J-171839,Tube,Victoria,Stratford,07/07/2024 09:47,07/07/2024 10:31,3.3,10,Westminster,Newham
13/02/2024,TFL-J-171802,Tube,Canary Wharf,Victoria,13/02/2024 08:07,13/02/2024 08:51,4.35,2,Tower Hamlets,Westminster
19/09/2024,TFL-J-952842,Bus,Victoria,London Bridge,19/09/2024 08:19,19/09/2024 08:49,1.75,9,Westminster,Southwark
07/06/2024,TFL-J-272177,Bus,Victoria,Euston,07/06/2024 07:04,07/06/2024 07:57,1.75,23,Westminster,Camden
12/06/2024,TFL-J-711925,Tube,Stratford,Canary Wharf,12/06/2024 15:52,12/06/2024 16:35,4.79,1,Newham,Tower Hamlets
02/05/2024,TFL-J-750383,Tube,Euston,Paddington,02/05/2024 08:46,02/05/2024 09:34,5.36,13,Camden,Westminster
11/05/2024,TFL-J-596746,Tube,Bank,Victoria,11/05/2024 12:28,11/05/2024 13:09,4.58,5,City of London,Westminster
29/04/2024,TFL-J-171516,Overground,Euston,Kings Cross,29/04/2024 18:52,29/04/2024 19:22,3.18,3,Camden,Camden
10/06/2024,TFL-J-209524,Tube,Stratford,Liverpool Street,10/06/2024 20:04,10/06/2024 19:44,4.43,1,Newham,City of London
19/09/2024,TFL-J-921625,Bus,Euston,Bank,19/09/2024 07:53,19/09/2024 08:59,1.75,29,Camden,City of London
27/05/2024,TFL-J-122173,Tube,Stratford,Victoria,27/05/2024 20:39,27/05/2024 20:57,5.36,1,Newham,Westminster
23/10/2024,TFL-J-144056,Tube,Liverpool Street,London Bridge,23/10/2024 20:21,23/10/2024 20:58,3.61,0,City of London,Southwark
11/01/2024,TFL-J-196564,Tube,Canary Wharf,Kings Cross,11/01/2024 22:40,11/01/2024 23:20,4.07,1,Tower Hamlets,Camden
02/05/2024,TFL-J-964936,Overground,Bank,Victoria,02/05/2024 09:01,02/05/2024 09:48,4.47,13,City of London,Westminster
07/01/2024,TFL-J-864561,Overground,Euston,Victoria,07/01/2024 17:35,07/01/2024 18:24,3.9,23,Camden,Westminster
22/06/2024,TFL-J-224609,Tube,Paddington,London Bridge,22/06/2024 17:39,22/06/2024 18:07,4.11,4,Westminster,Southwark
09/11/2024,TFL-J-548787,Overground,Stratford,Waterloo,09/11/2024 16:32,09/11/2024 17:12,4.55,10,Newham,Lambeth
08/05/2024,TFL-J-927279,Tube,Bank,London Bridge,08/05/2024 07:59,08/05/2024 08:26,4.89,4,City of London,Southwark
10/11/2024,TFL-J-361116,Bus,Euston,Canary Wharf,10/11/2024 07:12,10/11/2024 07:48,1.75,1,Camden,Tower Hamlets
30/03/2024,TFL-J-207311,Overground,Liverpool Street,Canary Wharf,30/03/2024 19:17,30/03/2024 19:35,4.12,2,City of London,Tower Hamlets
07/05/2024,TFL-J-524320,Overground,Euston,Victoria,07/05/2024 17:30,07/05/2024 18:02,3.55,8,Camden,Westminster
11/01/2024,TFL-J-817585,Overground,London Bridge,Euston,11/01/2024 11:59,11/01/2024 12:58,4.3,14,Southwark,Camden
30/08/2024,TFL-J-866380,Bus,Kings Cross,Victoria,30/08/2024 10:00,30/08/2024 10:37,1.75,3,Camden,Westminster
11/06/2024,TFL-J-852702,Tube,Liverpool Street,Canary Wharf,11/06/2024 18:24,11/06/2024 18:42,4.38,0,City of London,Tower Hamlets
04/10/2024,TFL-J-237218,Tube,Canary Wharf,Stratford,04/10/2024 09:31,04/10/2024 10:25,4.21,10,Tower Hamlets,Newham
04/05/2024,TFL-J-809668,Tube,Victoria,London Bridge,04/05/2024 23:47,05/05/2024 00:31,4.03,0,Westminster,Southwark
13/02/2024,TFL-J-991423,Tube,Victoria,Liverpool Street,13/02/2024 17:56,13/02/2024 18:28,3.34,11,Westminster,City of London
29/06/2024,TFL-J-268446,Overground,Kings Cross,Liverpool Street,29/06/2024 07:12,29/06/2024 08:03,9.25,8,Camden,City of London
28/01/2024,TFL-J-797422,Bus,Liverpool Street,Victoria,28/01/2024 07:54,28/01/2024 08:50,1.75,23,City of London,Westminster
10/12/2024,TFL-J-827420,Overground,London Bridge,Victoria,10/12/2024 14:42,10/12/2024 15:21,3.66,0,Southwark,Westminster
23/10/2024,TFL-J-628511,Bus,Bank,Canary Wharf,23/10/2024 08:07,23/10/2024 08:53,1.75,2,City of London,Tower Hamlets
25/12/2024,TFL-J-691079,Tube,London Bridge,Canary Wharf,25/12/2024 18:06,25/12/2024 18:48,3.13,21,Southwark,Tower Hamlets
08/06/2024,TFL-J-410538,Tube,Waterloo,London Bridge,08/06/2024 08:00,08/06/2024 08:38,5.34,16,Lambeth,Southwark
01/04/2024,TFL-J-457323,Bus,Kings Cross,Waterloo,01/04/2024 17:53,01/04/2024 18:42,1.75,23,Camden,Lambeth
27/07/2024,TFL-J-711947,Overground,Waterloo,Euston,27/07/2024 07:55,27/07/2024 08:38,5.33,17,Lambeth,Camden
21/06/2024,TFL-J-973018,Tube,Kings Cross,Euston,21/06/2024 18:23,21/06/2024 19:03,5.37,15,Camden,Camden
15/05/2024,TFL-J-422639,Tube,London Bridge,Kings Cross,15/05/2024 07:58,15/05/2024 07:37,4.59,4,Southwark,Camden
25/06/2024,TFL-J-776624,Overground,Euston,Victoria,25/06/2024 16:52,25/06/2024 16:14,3.1,13,Camden,Westminster
10/11/2024,TFL-J-492509,Bus,Victoria,Bank,10/11/2024 10:06,10/11/2024 10:23,1.75,2,Westminster,City of London
12/05/2024,TFL-J-687216,Bus,London Bridge,Bank,12/05/2024 17:41,12/05/2024 18:24,1.75,25,Southwark,City of London
24/05/2024,TFL-J-627612,Tube,Paddington,Kings Cross,24/05/2024 11:05,24/05/2024 11:43,3.79,4,Westminster,Camden
